2026-06-25 13:46:32.808204 - INFO - Сервер 172.24.6.21 - Создание клиента Redfish для https://172.24.6.21 (использование SSO)
2026-06-25 13:46:33.127127 - INFO - Сервер 172.24.6.21 - Клиент успешно создан
2026-06-25 13:46:33.127857 - INFO - Сервер 172.24.6.21 - Проверка валидности SSO токена в iLO...
2026-06-25 13:46:33.146850 - INFO - Сервер 172.24.6.21 - SSO токен успешно валидирован iLO
2026-06-25 13:46:33.149018 - INFO - Сервер 172.24.6.21 - Начало сбора ресурсов
2026-06-25 13:46:36.731967 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/Memory/proc2dimm14
2026-06-25 13:46:36.745519 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/Memory/proc2dimm14
2026-06-25 13:46:36.745997 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/Memory/proc2dimm15
2026-06-25 13:46:36.759362 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/Memory/proc2dimm15
2026-06-25 13:46:36.759854 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/Memory/proc2dimm16
2026-06-25 13:46:36.793874 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/Memory/proc2dimm16
2026-06-25 13:46:36.794345 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/NetworkInterfaces/DC082000
2026-06-25 13:46:36.807605 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/NetworkInterfaces/DC082000
2026-06-25 13:46:36.808049 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/PCISlots/1
2026-06-25 13:46:36.861356 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/PCISlots/1
2026-06-25 13:46:36.861875 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/PCISlots/2
2026-06-25 13:46:36.879368 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/PCISlots/2
2026-06-25 13:46:36.880317 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/PCISlots/3
2026-06-25 13:46:37.001340 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/PCISlots/3
2026-06-25 13:46:37.001840 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/PCISlots/4
2026-06-25 13:46:37.015672 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/PCISlots/4
2026-06-25 13:46:37.016263 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/BaseNetworkAdapters/1
2026-06-25 13:46:37.035742 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/BaseNetworkAdapters/1
2026-06-25 13:46:37.036288 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/SmartStorage/HostBusAdapters
2026-06-25 13:46:37.047962 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/SmartStorage/HostBusAdapters
2026-06-25 13:46:37.048454 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/SmartStorage/ArrayControllers
2026-06-25 13:46:37.061198 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/SmartStorage/ArrayControllers
2026-06-25 13:46:37.061715 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/USBPorts/1
2026-06-25 13:46:37.092903 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/USBPorts/1
2026-06-25 13:46:37.093373 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/USBPorts/2
2026-06-25 13:46:37.107234 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/USBPorts/2
2026-06-25 13:46:37.107844 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/USBPorts/3
2026-06-25 13:46:37.166590 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/USBPorts/3
2026-06-25 13:46:37.167185 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/USBPorts/4
2026-06-25 13:46:37.179224 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/USBPorts/4
2026-06-25 13:46:37.179729 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/USBPorts/5
2026-06-25 13:46:37.240708 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/USBPorts/5
2026-06-25 13:46:37.241238 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/USBPorts/6
2026-06-25 13:46:37.256989 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/USBPorts/6
2026-06-25 13:46:37.257557 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/USBPorts/7
2026-06-25 13:46:37.272231 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/USBPorts/7
2026-06-25 13:46:37.272769 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/WorkloadPerformanceAdvisor/1
2026-06-25 13:46:37.286549 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/WorkloadPerformanceAdvisor/1
2026-06-25 13:46:37.287138 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/WorkloadPerformanceAdvisor/2
2026-06-25 13:46:37.301702 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/WorkloadPerformanceAdvisor/2
2026-06-25 13:46:37.302249 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/WorkloadPerformanceAdvisor/3
2026-06-25 13:46:37.357667 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/WorkloadPerformanceAdvisor/3
2026-06-25 13:46:37.358173 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/SecureEraseReportService/SecureEraseReportEntries
2026-06-25 13:46:37.373341 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/SecureEraseReportService/SecureEraseReportEntries
2026-06-25 13:46:37.373869 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/PCIDevices/1
2026-06-25 13:46:37.642912 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/PCIDevices/1
2026-06-25 13:46:37.644054 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/PCIDevices/2
2026-06-25 13:46:37.657607 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/PCIDevices/2
2026-06-25 13:46:37.658080 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/PCIDevices/3
2026-06-25 13:46:37.719310 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/PCIDevices/3
2026-06-25 13:46:37.719809 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/Processors/1
2026-06-25 13:46:37.736800 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/Processors/1
2026-06-25 13:46:37.737362 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/Processors/2
2026-06-25 13:46:37.750980 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/Processors/2
2026-06-25 13:46:37.751486 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/Storage/DE00A000
2026-06-25 13:46:37.766351 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/Storage/DE00A000
2026-06-25 13:46:37.766958 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Settings
2026-06-25 13:46:37.828123 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Settings
2026-06-25 13:46:37.828887 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/1
2026-06-25 13:46:37.874621 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/1
2026-06-25 13:46:37.875167 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/2
2026-06-25 13:46:37.909451 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/2
2026-06-25 13:46:37.910006 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/3
2026-06-25 13:46:37.992237 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/3
2026-06-25 13:46:37.992792 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/4
2026-06-25 13:46:38.040086 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/4
2026-06-25 13:46:38.040645 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/5
2026-06-25 13:46:38.135378 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/5
2026-06-25 13:46:38.136743 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/6
2026-06-25 13:46:38.185939 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/6
2026-06-25 13:46:38.186887 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/7
2026-06-25 13:46:38.216289 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/7
2026-06-25 13:46:38.217080 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/8
2026-06-25 13:46:38.243012 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/8
2026-06-25 13:46:38.243880 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/9
2026-06-25 13:46:38.287869 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/9
2026-06-25 13:46:38.288839 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/10
2026-06-25 13:46:38.361512 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/10
2026-06-25 13:46:38.362224 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/11
2026-06-25 13:46:38.388085 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/11
2026-06-25 13:46:38.388850 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/12
2026-06-25 13:46:38.462890 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/12
2026-06-25 13:46:38.463418 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/13
2026-06-25 13:46:38.501757 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/13
2026-06-25 13:46:38.502689 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/14
2026-06-25 13:46:38.536009 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/14
2026-06-25 13:46:38.536602 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/15
2026-06-25 13:46:38.582480 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/15
2026-06-25 13:46:38.583136 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/16
2026-06-25 13:46:38.608829 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/16
2026-06-25 13:46:38.609612 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkPorts/1
2026-06-25 13:46:38.778973 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkPorts/1
2026-06-25 13:46:38.779745 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkPorts/2
2026-06-25 13:46:38.897452 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkPorts/2
2026-06-25 13:46:38.898162 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Ports/1
2026-06-25 13:46:39.122362 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Ports/1
2026-06-25 13:46:39.123051 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Ports/2
2026-06-25 13:46:39.280435 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Ports/2
2026-06-25 13:46:39.281296 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions
2026-06-25 13:46:39.299000 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions
2026-06-25 13:46:39.299776 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkPorts
2026-06-25 13:46:39.399877 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkPorts
2026-06-25 13:46:39.401279 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Ports
2026-06-25 13:46:39.414174 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Ports
2026-06-25 13:46:39.414958 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/BaseFrus/1/Details
2026-06-25 13:46:39.763598 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/BaseFrus/1/Details
2026-06-25 13:46:39.764141 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/MezzFrus/1/Details
2026-06-25 13:46:40.476465 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/MezzFrus/1/Details
2026-06-25 13:46:40.477381 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/PCIeDevices/183/PCIeFunctions
2026-06-25 13:46:40.508558 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/PCIeDevices/183/PCIeFunctions
2026-06-25 13:46:40.509749 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/PCIeDevices/185/PCIeFunctions
2026-06-25 13:46:40.534162 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/PCIeDevices/185/PCIeFunctions
2026-06-25 13:46:40.535183 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/PCIeDevices/186/PCIeFunctions
2026-06-25 13:46:40.560143 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/PCIeDevices/186/PCIeFunctions
2026-06-25 13:46:40.561441 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/SmartStorage/HostBusAdapters/0
2026-06-25 13:46:40.584589 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/SmartStorage/HostBusAdapters/0
2026-06-25 13:46:40.585085 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/Storage/DE00A000/Drives/1
2026-06-25 13:46:40.612706 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/Storage/DE00A000/Drives/1
2026-06-25 13:46:40.613205 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/Storage/DE00A000/Drives/2
2026-06-25 13:46:40.641704 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/Storage/DE00A000/Drives/2
2026-06-25 13:46:40.642861 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/Storage/DE00A000/Volumes
2026-06-25 13:46:40.667225 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/Storage/DE00A000/Volumes
2026-06-25 13:46:40.667713 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Systems/1/Storage/DE00A000/Controllers
2026-06-25 13:46:40.691580 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Systems/1/Storage/DE00A000/Controllers
2026-06-25 13:46:40.692088 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/1/Settings
2026-06-25 13:46:40.753599 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/1/Settings
2026-06-25 13:46:40.754142 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/2/Settings
2026-06-25 13:46:41.050473 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/2/Settings
2026-06-25 13:46:41.053414 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/3/Settings
2026-06-25 13:46:41.087611 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/3/Settings
2026-06-25 13:46:41.088152 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/4/Settings
2026-06-25 13:46:41.130036 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/4/Settings
2026-06-25 13:46:41.130519 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/5/Settings
2026-06-25 13:46:41.176265 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/5/Settings
2026-06-25 13:46:41.176828 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/6/Settings
2026-06-25 13:46:41.230104 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/6/Settings
2026-06-25 13:46:41.230748 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/7/Settings
2026-06-25 13:46:41.261984 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/7/Settings
2026-06-25 13:46:41.263258 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/8/Settings
2026-06-25 13:46:41.291287 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/8/Settings
2026-06-25 13:46:41.291785 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/9/Settings
2026-06-25 13:46:41.318277 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/9/Settings
2026-06-25 13:46:41.319081 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/10/Settings
2026-06-25 13:46:41.343504 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/10/Settings
2026-06-25 13:46:41.343978 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/11/Settings
2026-06-25 13:46:41.387892 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/11/Settings
2026-06-25 13:46:41.388353 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/12/Settings
2026-06-25 13:46:41.452382 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/12/Settings
2026-06-25 13:46:41.452968 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/13/Settings
2026-06-25 13:46:41.540817 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/13/Settings
2026-06-25 13:46:41.541476 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/14/Settings
2026-06-25 13:46:41.586773 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/14/Settings
2026-06-25 13:46:41.587352 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/15/Settings
2026-06-25 13:46:41.630836 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/15/Settings
2026-06-25 13:46:41.631701 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/16/Settings
2026-06-25 13:46:41.660225 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkDeviceFunctions/16/Settings
2026-06-25 13:46:41.660725 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkPorts/1/Settings
2026-06-25 13:46:41.788552 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkPorts/1/Settings
2026-06-25 13:46:41.789329 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkPorts/2/Settings
2026-06-25 13:46:41.900171 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/NetworkPorts/2/Settings
2026-06-25 13:46:41.900937 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Ports/1/Settings
2026-06-25 13:46:42.072924 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Ports/1/Settings
2026-06-25 13:46:42.073581 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Ports/2/Settings
2026-06-25 13:46:42.245382 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/NetworkAdapters/DC082000/Ports/2/Settings
2026-06-25 13:46:42.246163 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/PCIeDevices/183/PCIeFunctions/1
2026-06-25 13:46:42.263036 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/PCIeDevices/183/PCIeFunctions/1
2026-06-25 13:46:42.263502 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/PCIeDevices/185/PCIeFunctions/1
2026-06-25 13:46:42.274080 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/PCIeDevices/185/PCIeFunctions/1
2026-06-25 13:46:42.274597 - INFO - Сервер 172.24.6.21 - Выполняется GET-запрос к /redfish/v1/Chassis/1/PCIeDevices/186/PCIeFunctions/1
2026-06-25 13:46:42.286200 - INFO - Сервер 172.24.6.21 - Успешный запрос к /redfish/v1/Chassis/1/PCIeDevices/186/PCIeFunctions/1
